01|7|1|0|0|-<i>Неділя 23-тя по Зісланні Святого Духа.</i><br>Св. прор. Наума|<i>Утр.:</i><br>Єв. – Мт. 116 зач.; 28, 16-20.<br><i>Літ.:</i><br>Ап. – Еф. 220 зач.; 2, 4-10.<br>Єв. – Лк. 38 зач.; 8, 26-39.|Глас 6. Єв. 1.
13|5|0|1|1|+<span>+Свв. мчч. Євстратія, Авксентія, Євгенія, Мардарія й Ореста</span><br>Св. мц. Лукії, діви|<i>Утр.:</i><br>Єв. – Мт. 36 зач.; 10, 16-22.<br><i>Літ.:</i><br><i>Ряд.:</i><br>Ап. – 2 Сол. 277 зач.; 3, 6-18.<br>Єв. – Лк. 73 зач.; 13, 31-35.<br><i>Мчч.:</i><br>Ап. – Еф. 233 зач.; 6, 10-17.<br>Єв. – Лк. 106 зач.; 21, 12-19.|Глас 7
14|6|0|0|0| Свв. мчч. Тирса, Левкія, Филимона, Аполлонія й Каленика|Ап. – Гал. 199 зач.; 1, 3-10.<br>Єв. – Лк. 46 зач.; 9, 37-43.|Глас 7
15|7|1|0|0|&<i>Неділя 25-та по Зісланні Святого Духа. Свв. Праотців.</i><br><b>&Св. Стефана ісп., аєп. Сурозького</b><br>Св. сщмч. Єлевтерія<br>Прп. Павла, що в Латрі|<i>Утр.:</i><br>Єв. – Мр. 71 зач.; 16, 9-20.<br><i>Літ.:</i><br><i>Праотців:</i><br>Ап. – Кол. 257 зач.; 3, 4-11.<br>Єв. – Лк. 76 зач.; 14, 16-24.|Глас 8. Єв. 3.
16|1|0|0|0| <em>Тиждень 26-ий по Зісланні Святого Духа.</em><br>Св. прор. Аггея|Ап. – 1 Тим. 278 зач.; 1, 1-7.<br>Єв. – Лк. 75 зач.; 14, 12-15.|Глас 8
17|2|0|0|0|&&Св. прор. Даниїла<br>Свв. трьох отроків: Ананії, Азарії й Мисаїла|Ап. – 1 Тим. 279 зач.; 1, 8-14.<br>Єв. – Лк. 77 зач.; 14, 25-35.|Глас 8
18|3|0|0|0| Св. мч. Севастіана і тих, що з ним|Ап. – 1 Тим. 281 зач.; 1, 18-20; 2, 8-15.<br>Єв. – Лк. 78 зач.; 15, 1-10.|Глас 8
19|4|0|0|0| Св. мч. Боніфатія|Ап. – 1 Тим. 283 зач.; 3, 1-13.<br>Єв. – Лк. 80 зач.; 16, 1-9.|Глас 8
20|5|0|1|1|&&Передсвяття Різдва Господа Бога і Спаса нашого Ісуса Христа<br>Св. сщмч. Ігнатія Богоносця|Ап. – 1 Тим. 285 зач.; 4, 4-8; 16.<br>Єв. – Лк. 82 зач.; 16, 15-18; 17, 1-4.|Глас 8
21|6|0|0|0| <em>Субота перед Різдвом.</em><br>Передсвяття Різдва Христового<br>Св. мц. Юліанії|<i>Суботи:</i><br>Ап. – Гал. 205 зач.; 3, 8-12.<br>Єв. – Лк. 72 зач.; 13, 18-29.|Глас 8
22|7|1|0|0| <i>Неділя 26-та по Зісланні Святого Духа. Святих Отців.</i><br>Передсвяття Різдва Христового<br>Св. вмц. Анастасії|<i>Утр.:</i><br>Єв. – Лк. 112 зач.; 24, 1-12.<br><i>Літ.:</i><br><i>Св. Отців:</i><br>Ап. – Євр. 328 зач.; 11, 9-10; 17-23; 32-40.<br>Єв. – Мт. 1 зач.; 1, 1-25.|Глас 1. Єв. 4.
23|1|0|0|0| <em>Тиждень 27-ий по Зісланні Святого Духа.</em><br>Передсвяття Різдва Христового<br>Свв. десятьох мчч., що в Криті|Ап. – 1 Тим. 285 зач.; 5, 1-10.<br>Єв. – Лк. 86 зач.; 17, 20-25.|Глас 1
24|2|0|1|1| <span>Навечір’я Різдва Христового</span><br>Св. прпмц. Євгенії|<i>Великі (Царські) Часи.</i><br><i>На 1-му часі:</i><br>Ап. – Євр. 303 зач.; 1, 1-12.<br>Єв. – Мт. 2 зач.; 1, 18-25.<br><i>На 3-му часі:</i><br>Ап. – Гал. 208 зач.; 3, 23-29.<br>Єв. – Лк. 5 зач.; 2, 1-20.<br><i>На 6-му часі:</i><br>Ап. – Євр. 304 зач.; 1, 10 – 2, 3.<br>Єв. – Мт. 3 зач.; 2, 1-12.<br><i>На 9-му часі:</i><br>Ап. – Євр. 306 зач.; 2, 11-18.<br>Єв. – Мт. 4 зач.; 2, 13-23.<br><i>Вечірня з Літургією св. Василія Великого.</i><br>Ап. – Євр. 303 зач.; 1, 1-12.<br>Єв. – Лк. 5 зач.; 2, 1-20.|Глас 1
25|3|1|0|0|#<strong>#Різдво Господа Бога і Спаса нашого Ісуса Христа</strong>|<i>Утр.:</i><br>Єв. – Мт. зач. 2; 1, 18-25.<br><i>Літ.:</i><br>Ап. – Гал. 209 зач.; 4, 4-7.<br>Єв. – Мт. 3 зач.; 2, 1-12.|Глас 1
26|4|3|3|0|@<em>Тиждень загальниці.</em><br><strong>@Собор Пресвятої Богородиці</strong><br>Св. сщмч. Євтимія, єп. Сардійського|Ап. – Євр. 306 зач.; 2, 11-18.<br>Єв. – Мт. 4 зач.; 2, 13-23.|Глас 1
27|5|0|3|0|&&Св. ап., первмч. й архдияк. Стефана<br>Прп. й ісп. Теодора Начертанного, брата Теофана, творця канонів|<i>Первомч.:</i><br>Ап. – Ді. 17 зач.; 6, 8-15; 7, 1-5; 47-60.<br>Єв. – Мт. 87 зач.; 21, 33-42.|Глас 1
28|6|0|3|0| <em>Субота по Різдві.</em><br>Свв. двадцяти тисяч мчч., спалених у Нікомидії<br>Блаж. сщмч. Григорія Хомишина, єп. Станіславівського|<i>Суботи по Різдві:</i><br>Ап. – 1 Тим. 288 зач.; 6, 11-16.<br>Єв. – Мт. 46 зач. (від половини); 12, 15-21.|Глас 1
29|7|1|3|0| <i>Неділя по Різдві – Пам'ять св. і праведних Йосифа Обручника, Давида царя і Якова, по плоті брата Господнього.</i><br>Свв. немовлят, за Христа вбитих у Вифлеємі<br>Прп. Маркелла, ігум. монастиря невсипущих|<i>Утр.:</i><br>Єв. – Лк. 113 зач.; 24, 12-35.<br><i>Літ.:</i><br><i>Неділі по Різдві:</i><br>Ап. – Гал. 200 зач.; 1, 11-19.<br>Єв. – Мт. 4 зач.; 2, 13-23.|Глас 2. Єв. 5.
30|1|0|3|0| <em>Тиждень 28-ий по Зісланні Святого Духа.</em><br>Св. мц. Анісії<br>Прп. Зотика, пресвіт. і кормителя сиріт|Ап. – 2 Тим. 294 зач.; 2, 20-26.<br>Єв. – Лк. 97 зач.; 19, 37-44.|Глас 2
31|2|0|3|0| Прп. Меланії Римлянки<br><i>Віддання Різдва Христового</i>|Ап. – 2 Тим. 297 зач.; 3, 16 - 4, 4.<br>Єв. – Лк. 98 зач.; 19, 45-48.|Глас 2
