2024.04.20,lent,5,,6
2024.04.21,lent,5,,7
2024.04.22,lent,6,,1
2024.04.23,lent,6,,2
2024.04.24,lent,6,,3
2024.04.25,lent,6,,4
2024.04.26,lent,6,,5
2024.04.27,lent,6,,6
2024.04.28,lent,6,,7
2024.04.29,lent,7,,1
2024.04.30,lent,7,,2
2024.05.01,lent,7,,3
2024.05.02,lent,7,,4
2024.05.03,lent,7,,5
2024.05.04,lent,7,,6
2024.05.05,lent,7,,7
2024.05.06,pascha,0,,1
2024.05.07,pascha,0,,2
2024.05.08,pascha,0,,3
2024.05.09,pascha,0,,4
2024.05.10,pascha,0,,5
2024.05.11,pascha,0,,6
2024.05.12,pascha,2,,7
2024.05.13,pascha,2,,1
2024.05.14,pascha,2,,2
2024.05.15,pascha,2,,3
2024.05.16,pascha,2,,4
2024.05.17,pascha,2,,5
2024.05.18,pascha,2,,6
2024.05.19,pascha,3,,7
2024.05.20,pascha,3,,1
2024.05.21,pascha,3,,2
2024.05.22,pascha,3,,3
2024.05.23,pascha,3,,4
2024.05.24,pascha,3,,5
2024.05.25,pascha,3,,6
2024.05.26,pascha,4,,7
2024.05.27,pascha,4,,1
2024.05.28,pascha,4,,2
2024.05.29,pascha,4,,3
2024.05.30,pascha,4,,4
2024.05.31,pascha,4,,5
2024.06.01,pascha,4,,6
2024.06.02,pascha,5,,7
2024.06.03,pascha,5,,1
2024.06.04,pascha,5,,2
2024.06.05,pascha,5,,3
2024.06.06,pascha,5,,4
2024.06.07,pascha,5,,5
2024.06.08,pascha,5,,6
2024.06.09,pascha,6,,7
2024.06.10,pascha,6,,1
2024.06.11,pascha,6,,2
2024.06.12,pascha,6,,3
2024.06.13,pascha,6,,4
2024.06.14,pascha,6,,5
2024.06.15,pascha,6,,6
2024.06.16,pascha,7,,7
2024.06.17,pascha,7,,1
2024.06.18,pascha,7,,2
2024.06.19,pascha,7,,3
2024.06.20,pascha,7,,4
2024.06.21,pascha,7,,5
2024.06.22,pascha,7,,6
2024.06.23,pentecost,55,-13,7
2024.06.24,pentecost,1,-14,1
2024.06.25,pentecost,1,-14,2
2024.06.26,pentecost,1,-14,3
2024.06.27,pentecost,1,-14,4
2024.06.28,pentecost,1,-14,5
2024.06.29,pentecost,1,-14,6
2024.06.30,pentecost,1,-14,7
2023.01.01,pentecost,29,,7
2023.01.02,pentecost,30,,1
2023.01.03,pentecost,30,,2
2023.01.04,pentecost,30,,3
2023.01.05,pentecost,30,,4
2023.01.06,pentecost,30,,5
2023.01.07,pentecost,30,,6
2023.01.08,pentecost,30,,7
2023.01.09,pentecost,31,,1
2023.01.10,pentecost,31,,2
2023.01.11,pentecost,31,,3
2023.01.12,pentecost,31,,4
2023.01.13,pentecost,31,,5
2023.01.14,pentecost,31,,6
2023.01.15,pentecost,31,,7
2023.01.16,pentecost,32,,1
2023.01.17,pentecost,32,,2
2023.01.18,pentecost,32,,3
2023.01.19,pentecost,32,,4
2023.01.20,pentecost,32,,5
2023.01.21,pentecost,32,,6
2023.01.22,pentecost,32,,7
2023.01.23,pentecost,33,5,1
2023.01.24,pentecost,33,5,2
2023.01.25,pentecost,33,5,3
2023.01.26,pentecost,33,5,4
2023.01.27,pentecost,33,5,5
2023.01.28,pentecost,33,5,6
2023.01.29,pentecost,33,5,7
2023.01.30,pentecost,34,4,1
2023.01.31,pentecost,34,4,2
2023.02.01,pentecost,34,4,3
2023.02.02,pentecost,34,4,4
2023.02.03,pentecost,34,4,5
2023.02.04,pentecost,34,4,6
2023.02.05,pentecost,34,4,7
2023.02.06,pentecost,35,3,1
2023.02.07,pentecost,35,3,2
2023.02.08,pentecost,35,3,3
2023.02.09,pentecost,35,3,4
2023.02.10,pentecost,35,3,5
2023.02.11,pentecost,35,3,6
2023.02.12,pentecost,35,3,7
2023.02.13,pentecost,36,2,1
2023.02.14,pentecost,36,2,2
2023.02.15,pentecost,36,2,3
2023.02.16,pentecost,36,2,4
2023.02.17,pentecost,36,2,5
2023.02.18,pentecost,36,2,6
2023.02.19,pentecost,36,2,7
2023.02.20,pentecost,37,1,1
2023.02.21,pentecost,37,1,2
2023.02.22,pentecost,37,1,3
2023.02.23,pentecost,37,1,4
2023.02.24,pentecost,37,1,5
2023.02.25,pentecost,37,1,6
2023.02.26,pentecost,37,1,7
2023.02.27,lent,1,,1
2023.02.28,lent,1,,2
2023.03.01,lent,1,,3
2023.03.02,lent,1,,4
2023.03.03,lent,1,,5
2023.03.04,lent,1,,6
2023.03.05,lent,1,,7
2023.03.06,lent,2,,1
2023.03.07,lent,2,,2
2023.03.08,lent,2,,3
2023.03.09,lent,2,,4
2023.03.10,lent,2,,5
2023.03.11,lent,2,,6
2023.03.12,lent,2,,7
2023.03.13,lent,3,,1
2023.03.14,lent,3,,2
2023.03.15,lent,3,,3
2023.03.16,lent,3,,4
2023.03.17,lent,3,,5
2023.03.18,lent,3,,6
2023.03.19,lent,3,,7
2023.03.20,lent,4,,1
2023.03.21,lent,4,,2
2023.03.22,lent,4,,3
2023.03.23,lent,4,,4
2023.03.24,lent,4,,5
2023.03.25,lent,4,,6
2023.03.26,lent,4,,7
2023.03.27,lent,5,,1
2023.03.28,lent,5,,2
2023.03.29,lent,5,,3
2023.03.30,lent,5,,4
2023.03.31,lent,5,,5
2023.04.01,lent,5,,6
2023.04.02,lent,5,,7
2023.04.03,lent,6,,1
2023.04.04,lent,6,,2
2023.04.05,lent,6,,3
2023.04.06,lent,6,,4
2023.04.07,lent,6,,5
2023.04.08,lent,6,,6
2023.04.09,lent,6,,7
2023.04.10,lent,7,,1
2023.04.11,lent,7,,2
2023.04.12,lent,7,,3
2023.04.13,lent,7,,4
2023.04.14,lent,7,,5
2023.04.15,lent,7,,6
2023.04.16,lent,7,,7
2023.04.17,pascha,0,,1
2023.04.18,pascha,0,,2
2023.04.19,pascha,0,,3
2023.04.20,pascha,0,,4
2023.04.21,pascha,0,,5
2023.04.22,pascha,0,,6
2023.04.23,pascha,2,,7
2023.04.24,pascha,2,,1
2023.04.25,pascha,2,,2
2023.04.26,pascha,2,,3
2023.04.27,pascha,2,,4
2023.04.28,pascha,2,,5
2023.04.29,pascha,2,,6
2023.04.30,pascha,3,,7
2023.05.01,pascha,3,,1
2023.05.02,pascha,3,,2
2023.05.03,pascha,3,,3
2023.05.04,pascha,3,,4
2023.05.05,pascha,3,,5
2023.05.06,pascha,3,,6
2023.05.07,pascha,4,,7
2023.05.08,pascha,4,,1
2023.05.09,pascha,4,,2
2023.05.10,pascha,4,,3
2023.05.11,pascha,4,,4
2023.05.12,pascha,4,,5
2023.05.13,pascha,4,,6
2023.05.14,pascha,5,,7
2023.05.15,pascha,5,,1
2023.05.16,pascha,5,,2
2023.05.17,pascha,5,,3
2023.05.18,pascha,5,,4
2023.05.19,pascha,5,,5
2023.05.20,pascha,5,,6
2023.05.21,pascha,6,,7
2023.05.22,pascha,6,,1
2023.05.23,pascha,6,,2
2023.05.24,pascha,6,,3
2023.05.25,pascha,6,,4
2023.05.26,pascha,6,,5
2023.05.27,pascha,6,,6
2023.05.28,pascha,7,,7
2023.05.29,pascha,7,,1
2023.05.30,pascha,7,,2
2023.05.31,pascha,7,,3
2023.06.01,pascha,7,,4
2023.06.02,pascha,7,,5
2023.06.03,pascha,7,,6
2023.06.04,pentecost,51,-13,7
2023.06.05,pentecost,1,-14,1
2023.06.06,pentecost,1,-14,2
2023.06.07,pentecost,1,-14,3
2023.06.08,pentecost,1,-14,4
2023.06.09,pentecost,1,-14,5
2023.06.10,pentecost,1,-14,6
2023.06.11,pentecost,1,-14,7
2023.06.12,pentecost,2,-15,1
2023.06.13,pentecost,2,-15,2
2023.06.14,pentecost,2,-15,3
2023.06.15,pentecost,2,-15,4
2023.06.16,pentecost,2,-15,5
2023.06.17,pentecost,2,-15,6
2023.06.18,pentecost,2,-15,7
2023.06.19,pentecost,3,-16,1
2023.06.20,pentecost,3,-16,2
2023.06.21,pentecost,3,-16,3
2023.06.22,pentecost,3,-16,4
2023.06.23,pentecost,3,-16,5
2023.06.24,pentecost,3,-16,6
2023.06.25,pentecost,3,-16,7
2023.06.26,pentecost,4,-17,1
2023.06.27,pentecost,4,-17,2
2023.06.28,pentecost,4,-17,3
2023.06.29,pentecost,4,-17,4
2023.06.30,pentecost,4,-17,5
2022.01.01,pentecost,28,,6
2022.01.02,pentecost,28,,7
2022.01.03,pentecost,29,,1
2022.01.04,pentecost,29,,2
2022.01.05,pentecost,29,,3
2022.01.06,pentecost,29,,4
2022.01.07,pentecost,29,,5
2022.01.08,pentecost,29,,6
2022.01.09,pentecost,29,,7
2022.01.10,pentecost,30,,1
2022.01.11,pentecost,30,,2
2022.01.12,pentecost,30,,3
2022.01.13,pentecost,30,,4
2022.01.14,pentecost,30,,5
2022.01.15,pentecost,30,,6
2022.01.16,pentecost,30,,7
2022.01.17,pentecost,31,,1
2022.01.18,pentecost,31,,2
2022.01.19,pentecost,31,,3
2022.01.20,pentecost,31,,4
2022.01.21,pentecost,31,,5
2022.01.22,pentecost,31,,6
2022.01.23,pentecost,31,,7
2022.01.24,pentecost,32,,1
2022.01.25,pentecost,32,,2
2022.01.26,pentecost,32,,3
2022.01.27,pentecost,32,,4
2022.01.28,pentecost,32,,5
2022.01.29,pentecost,32,,6
2022.01.30,pentecost,32,,7
2022.01.31,pentecost,33,5,1
2022.02.01,pentecost,33,5,2
2022.02.02,pentecost,33,5,3
2022.02.03,pentecost,33,5,4
2022.02.04,pentecost,33,5,5
2022.02.05,pentecost,33,5,6
2022.02.06,pentecost,33,5,7
2022.02.07,pentecost,34,4,1
2022.02.08,pentecost,34,4,2
2022.02.09,pentecost,34,4,3
2022.02.10,pentecost,34,4,4
2022.02.11,pentecost,34,4,5
2022.02.12,pentecost,34,4,6
2022.02.13,pentecost,34,4,7
2022.02.14,pentecost,35,3,1
2022.02.15,pentecost,35,3,2
2022.02.16,pentecost,35,3,3
2022.02.17,pentecost,35,3,4
2022.02.18,pentecost,35,3,5
2022.02.19,pentecost,35,3,6
2022.02.20,pentecost,35,3,7
2022.02.21,pentecost,36,2,1
2022.02.22,pentecost,36,2,2
2022.02.23,pentecost,36,2,3
2022.02.24,pentecost,36,2,4
2022.02.25,pentecost,36,2,5
2022.02.26,pentecost,36,2,6
2022.02.27,pentecost,36,2,7
2022.02.28,pentecost,37,1,1
2022.03.01,pentecost,37,1,2
2022.03.02,pentecost,37,1,3
2022.03.03,pentecost,37,1,4
2022.03.04,pentecost,37,1,5
2022.03.05,pentecost,37,1,6
2022.03.06,pentecost,37,1,7
2022.03.07,lent,1,,1
2022.03.08,lent,1,,2
2022.03.09,lent,1,,3
2022.03.10,lent,1,,4
2022.03.11,lent,1,,5
2022.03.12,lent,1,,6
2022.03.13,lent,1,,7
2022.03.14,lent,2,,1
2022.03.15,lent,2,,2
2022.03.16,lent,2,,3
2022.03.17,lent,2,,4
2022.03.18,lent,2,,5
2022.03.19,lent,2,,6
2022.03.20,lent,2,,7
2022.03.21,lent,3,,1
2022.03.22,lent,3,,2
2022.03.23,lent,3,,3
2022.03.24,lent,3,,4
2022.03.25,lent,3,,5
2022.03.26,lent,3,,6
2022.03.27,lent,3,,7
2022.03.28,lent,4,,1
2022.03.29,lent,4,,2
2022.03.30,lent,4,,3
2022.03.31,lent,4,,4
2022.04.01,lent,4,,5
2022.04.02,lent,4,,6
2022.04.03,lent,4,,7
2022.04.04,lent,5,,1
2022.04.05,lent,5,,2
2022.04.06,lent,5,,3
2022.04.07,lent,5,,4
2022.04.08,lent,5,,5
2022.04.09,lent,5,,6
2022.04.10,lent,5,,7
2022.04.11,lent,6,,1
2022.04.12,lent,6,,2
2022.04.13,lent,6,,3
2022.04.14,lent,6,,4
2022.04.15,lent,6,,5
2022.04.16,lent,6,,6
2022.04.17,lent,6,,7
2022.04.18,lent,7,,1
2022.04.19,lent,7,,2
2022.04.20,lent,7,,3
2022.04.21,lent,7,,4
2022.04.22,lent,7,,5
2022.04.23,lent,7,,6
2022.04.24,lent,7,,7
2022.04.25,pascha,0,,1
2022.04.26,pascha,0,,2
2022.04.27,pascha,0,,3
2022.04.28,pascha,0,,4
2022.04.29,pascha,0,,5
2022.04.30,pascha,0,,6
2022.05.01,pascha,2,,7
2022.05.02,pascha,2,,1
2022.05.03,pascha,2,,2
2022.05.04,pascha,2,,3
2022.05.05,pascha,2,,4
2022.05.06,pascha,2,,5
2022.05.07,pascha,2,,6
2022.05.08,pascha,3,,7
2022.05.09,pascha,3,,1
2022.05.10,pascha,3,,2
2022.05.11,pascha,3,,3
2022.05.12,pascha,3,,4
2022.05.13,pascha,3,,5
2022.05.14,pascha,3,,6
2022.05.15,pascha,4,,7
2022.05.16,pascha,4,,1
2022.05.17,pascha,4,,2
2022.05.18,pascha,4,,3
2022.05.19,pascha,4,,4
2022.05.20,pascha,4,,5
2022.05.21,pascha,4,,6
2022.05.22,pascha,5,,7
2022.05.23,pascha,5,,1
2022.05.24,pascha,5,,2
2022.05.25,pascha,5,,3
2022.05.26,pascha,5,,4
2022.05.27,pascha,5,,5
2022.05.28,pascha,5,,6
2022.05.29,pascha,6,,7
2022.05.30,pascha,6,,1
2022.05.31,pascha,6,,2
2022.06.01,pascha,6,,3
2022.06.02,pascha,6,,4
2022.06.03,pascha,6,,5
2022.06.04,pascha,6,,6
2022.06.05,pascha,7,,7
2022.06.06,pascha,7,,1
2022.06.07,pascha,7,,2
2022.06.08,pascha,7,,3
2022.06.09,pascha,7,,4
2022.06.10,pascha,7,,5
2022.06.11,pascha,7,,6
2022.06.12,pentecost,51,-13,7
2022.06.13,pentecost,1,-14,1
2022.06.14,pentecost,1,-14,2
2022.06.15,pentecost,1,-14,3
2022.06.16,pentecost,1,-14,4
2022.06.17,pentecost,1,-14,5
2022.06.18,pentecost,1,-14,6
2022.06.19,pentecost,1,-14,7
2022.06.20,pentecost,2,-15,1
2022.06.21,pentecost,2,-15,2
2022.06.22,pentecost,2,-15,3
2022.06.23,pentecost,2,-15,4
2022.06.24,pentecost,2,-15,5
2022.06.25,pentecost,2,-15,6
2022.06.26,pentecost,2,-15,7
2022.06.27,pentecost,3,-16,1
2022.06.28,pentecost,3,-16,2
2022.06.29,pentecost,3,-16,3
2022.06.30,pentecost,3,-16,4
